definitionKind,shortId,ageBand,displayPrompt,instructionText,questionId,missionId,conditionId,questionPurpose,mainSubjectId,mainObjectId,resourceId,changedAttribute,timePhase,cognitiveAction,expectedResponseType,expectedAnswerMeaning,allowedAnswerIds,forbiddenAnswerMeanings,sourceFactId,changedConditionId,outputTarget,ageBandRuleId,notApplicableReasons
coreSubquestion,W24-C1,elementary-high,처음 계획에서 무엇을 바꿀까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.elementary-high.after,gutenberg,gutenberg.c1,핵심 활동의 after 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,"afterResponseId,decision",실제 수정 또는 유지,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3"", ""keep"", ""change""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,"cognitiveActionRecorded.payload.afterResponseId,decision",nuvia.age.elementary-high.v1,{}
coreSubquestion,W24-C1,elementary-high,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.elementary-high.reason,gutenberg,gutenberg.c1,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c1.reason.1"", ""gutenberg.c1.reason.2"", ""gutenberg.c1.reason.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.reasonRef,nuvia.age.elementary-high.v1,{}
coreSubquestion,W24-C1,middle-school,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.middle-school.goal,gutenberg,gutenberg.c1,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,goalId,목표 확인,"[""gutenberg.c1.goal.1""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.goalId,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C1,middle-school,먼저 어떤 인쇄 일을 생각했나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.middle-school.before,gutenberg,gutenberg.c1,핵심 활동의 before 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,beforeResponseId,이 활동에서 실제로 고른 첫 계획,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.beforeResponseId,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C1,middle-school,처음 계획에서 무엇을 바꿀까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.middle-school.after,gutenberg,gutenberg.c1,핵심 활동의 after 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,"afterResponseId,decision",실제 수정 또는 유지,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3"", ""keep"", ""change""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,"cognitiveActionRecorded.payload.afterResponseId,decision",nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C1,middle-school,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.middle-school.reason,gutenberg,gutenberg.c1,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c1.reason.1"", ""gutenberg.c1.reason.2"", ""gutenberg.c1.reason.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.reasonRef,nuvia.age.middle-school.v1,{}
coreSubquestion,W24-C1,high-school,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.high-school.goal,gutenberg,gutenberg.c1,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,goalId,목표 확인,"[""gutenberg.c1.goal.1""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.goalId,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C1,high-school,먼저 어떤 인쇄 일을 생각했나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.high-school.before,gutenberg,gutenberg.c1,핵심 활동의 before 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,beforeResponseId,이 활동에서 실제로 고른 첫 계획,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.beforeResponseId,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C1,high-school,처음 계획에서 무엇을 바꿀까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.high-school.after,gutenberg,gutenberg.c1,핵심 활동의 after 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,"afterResponseId,decision",실제 수정 또는 유지,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3"", ""keep"", ""change""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,"cognitiveActionRecorded.payload.afterResponseId,decision",nuvia.age.high-school.v1,{}
coreSubquestion,W24-C1,high-school,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.high-school.reason,gutenberg,gutenberg.c1,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c1.reason.1"", ""gutenberg.c1.reason.2"", ""gutenberg.c1.reason.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.reasonRef,nuvia.age.high-school.v1,{}
coreSubquestion,W24-C1,adult,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.adult.goal,gutenberg,gutenberg.c1,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,goalId,목표 확인,"[""gutenberg.c1.goal.1""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.goalId,nuvia.age.adult.v1,{}
coreSubquestion,W24-C1,adult,먼저 어떤 인쇄 일을 생각했나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.adult.before,gutenberg,gutenberg.c1,핵심 활동의 before 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,beforeResponseId,이 활동에서 실제로 고른 첫 계획,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.beforeResponseId,nuvia.age.adult.v1,{}
coreSubquestion,W24-C1,adult,처음 계획에서 무엇을 바꿀까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.adult.after,gutenberg,gutenberg.c1,핵심 활동의 after 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,"afterResponseId,decision",실제 수정 또는 유지,"[""gutenberg.c1.response.1"", ""gutenberg.c1.response.2"", ""gutenberg.c1.response.3"", ""keep"", ""change""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,"cognitiveActionRecorded.payload.afterResponseId,decision",nuvia.age.adult.v1,{}
coreSubquestion,W24-C1,adult,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c1.adult.reason,gutenberg,gutenberg.c1,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c1.object,nuvia.semantic.ref.w24-c1.resource,인쇄용 종이의 가용량,duringAction,revisePlan,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c1.reason.1"", ""gutenberg.c1.reason.2"", ""gutenberg.c1.reason.3""]","[""gutenberg.c1.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c1,cognitiveActionRecorded.payload.reasonRef,nuvia.age.adult.v1,{}
coreSubquestion,W24-C2,preschool,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.preschool.goal,gutenberg,gutenberg.c2,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,goalId,목표 확인,"[""gutenberg.c2.goal.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.goalId,nuvia.age.preschool.v1,{}
coreSubquestion,W24-C2,preschool,먼저 할 일부터 놓아 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.preschool.priority,gutenberg,gutenberg.c2,핵심 활동의 priority 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,orderedResponseIds,행동 우선순위,"[""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.orderedResponseIds,nuvia.age.preschool.v1,{}
coreSubquestion,W24-C2,preschool,무엇을 확인해야 함께 볼 수 있을까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.preschool.constraint,gutenberg,gutenberg.c2,핵심 활동의 constraint 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,constraintId,접근 제약,"[""gutenberg.c2.constraint.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.constraintId,nuvia.age.preschool.v1,{}
coreSubquestion,W24-C2,preschool,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.preschool.reason,gutenberg,gutenberg.c2,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.reasonRef,nuvia.age.preschool.v1,{}
coreSubquestion,W24-C2,elementary-low,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-low.goal,gutenberg,gutenberg.c2,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,goalId,목표 확인,"[""gutenberg.c2.goal.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.goalId,nuvia.age.elementary-low.v1,{}
coreSubquestion,W24-C2,elementary-low,먼저 할 일부터 놓아 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-low.priority,gutenberg,gutenberg.c2,핵심 활동의 priority 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,orderedResponseIds,행동 우선순위,"[""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.orderedResponseIds,nuvia.age.elementary-low.v1,{}
coreSubquestion,W24-C2,elementary-low,무엇을 확인해야 함께 볼 수 있을까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-low.constraint,gutenberg,gutenberg.c2,핵심 활동의 constraint 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,constraintId,접근 제약,"[""gutenberg.c2.constraint.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.constraintId,nuvia.age.elementary-low.v1,{}
coreSubquestion,W24-C2,elementary-low,그렇게 고른 까닭은 무엇인가요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-low.reason,gutenberg,gutenberg.c2,핵심 활동의 reason 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,reasonRef,이유를 선택하거나 명시적으로 아직 모르겠어요를 선택; 원문 쓰기는 강요하지 않음,"[""gutenberg.c2.reason.1"", ""gutenberg.c2.reason.2""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.reasonRef,nuvia.age.elementary-low.v1,{}
coreSubquestion,W24-C2,elementary-high,무엇을 하려고 하나요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-high.goal,gutenberg,gutenberg.c2,핵심 활동의 goal 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,goalId,목표 확인,"[""gutenberg.c2.goal.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.goalId,nuvia.age.elementary-high.v1,{}
coreSubquestion,W24-C2,elementary-high,먼저 할 일부터 놓아 봐요.,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-high.priority,gutenberg,gutenberg.c2,핵심 활동의 priority 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,orderedResponseIds,행동 우선순위,"[""gutenberg.c2.response.1"", ""gutenberg.c2.response.2"", ""gutenberg.c2.response.3""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.orderedResponseIds,nuvia.age.elementary-high.v1,{}
coreSubquestion,W24-C2,elementary-high,무엇을 확인해야 함께 볼 수 있을까요?,한 번에 이 질문 하나만 제시,nuvia.semantic.v1_1_r2.w24-c2.elementary-high.constraint,gutenberg,gutenberg.c2,핵심 활동의 constraint 한 입력,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,duringAction,prioritizeActions,constraintId,접근 제약,"[""gutenberg.c2.constraint.1""]","[""gutenberg.c2.prohibitedClaims"", ""질문에 없는 계획·근거·태도·정확성 생성"", ""응답 라벨을 나의 이야기로 저장""]",S1324-21,gutenberg.c2,cognitiveActionRecorded.payload.constraintId,nuvia.age.elementary-high.v1,{}
