definitionKind,shortId,ageBand,displayPrompt,instructionText,questionId,missionId,conditionId,questionPurpose,mainSubjectId,mainObjectId,resourceId,changedAttribute,timePhase,cognitiveAction,expectedResponseType,expectedAnswerMeaning,allowedAnswerIds,forbiddenAnswerMeanings,sourceFactId,changedConditionId,outputTarget,ageBandRuleId,notApplicableReasons
optionalExtension,W24-C2,high-school,사람 수만으로 함께 볼 방법을 정할 수 없다는 이유는 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w24-c2.high-school.optional-extension,gutenberg,gutenberg.c2,선택 탐구 한 가지,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",S1324-21,gutenberg.c2,extensionRecorded 제안,nuvia.age.high-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W24-C2,adult,실제 책 사본만으로 알 수 없는 접근 조건은 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w24-c2.adult.optional-extension,gutenberg,gutenberg.c2,선택 탐구 한 가지,learner,nuvia.semantic.ref.w24-c2.object,nuvia.semantic.ref.w24-c2.resource,직접 접근할 수 있는 사람 범위,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",S1324-21,gutenberg.c2,extensionRecorded 제안,nuvia.age.adult.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C1,preschool,notApplicable,notApplicable,nuvia.semantic.v1_1_r2.w01-c1.preschool.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,notApplicable,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,notApplicable,notApplicable,notApplicable,notApplicable,notApplicable,"[""화면 미제공""]",notApplicable,nuvia.history.agriculture-settlement.c1,notApplicable,nuvia.age.preschool.v1,"{""questionPurpose"": ""이 연령에는 추가 탐구 화면 미제공"", ""timePhase"": ""화면 미제공"", ""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""expectedResponseType"": ""화면 미제공"", ""expectedAnswerMeaning"": ""화면 미제공"", ""allowedAnswerIds"": ""화면 미제공"", ""sourceFactId"": ""화면 미제공"", ""outputTarget"": ""화면 미제공""}"
optionalExtension,W01-C1,elementary-low,notApplicable,notApplicable,nuvia.semantic.v1_1_r2.w01-c1.elementary-low.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,notApplicable,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,notApplicable,notApplicable,notApplicable,notApplicable,notApplicable,"[""화면 미제공""]",notApplicable,nuvia.history.agriculture-settlement.c1,notApplicable,nuvia.age.elementary-low.v1,"{""questionPurpose"": ""이 연령에는 추가 탐구 화면 미제공"", ""timePhase"": ""화면 미제공"", ""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""expectedResponseType"": ""화면 미제공"", ""expectedAnswerMeaning"": ""화면 미제공"", ""allowedAnswerIds"": ""화면 미제공"", ""sourceFactId"": ""화면 미제공"", ""outputTarget"": ""화면 미제공""}"
optionalExtension,W01-C1,elementary-high,곡물을 둘 다른 곳이 있는지 무엇을 확인하고 싶나요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c1.elementary-high.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",S01,nuvia.history.agriculture-settlement.c1,extensionRecorded 제안,nuvia.age.elementary-high.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C1,middle-school,저장 시설 자료에서 확인할 수 있는 관계는 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c1.middle-school.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",S01,nuvia.history.agriculture-settlement.c1,extensionRecorded 제안,nuvia.age.middle-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C1,high-school,공간 크기만으로 보관 모습을 정할 수 없다는 이유는 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c1.high-school.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",S01,nuvia.history.agriculture-settlement.c1,extensionRecorded 제안,nuvia.age.high-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C1,adult,저장 시설 자료만으로 알 수 없는 보관 조건은 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c1.adult.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c1.object,nuvia.semantic.ref.w01-c1.resource,저장 공간의 크기,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",S01,nuvia.history.agriculture-settlement.c1,extensionRecorded 제안,nuvia.age.adult.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C2,preschool,notApplicable,notApplicable,nuvia.semantic.v1_1_r2.w01-c2.preschool.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,notApplicable,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,notApplicable,notApplicable,notApplicable,notApplicable,notApplicable,"[""화면 미제공""]",notApplicable,nuvia.history.agriculture-settlement.c2,notApplicable,nuvia.age.preschool.v1,"{""questionPurpose"": ""이 연령에는 추가 탐구 화면 미제공"", ""timePhase"": ""화면 미제공"", ""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""expectedResponseType"": ""화면 미제공"", ""expectedAnswerMeaning"": ""화면 미제공"", ""allowedAnswerIds"": ""화면 미제공"", ""sourceFactId"": ""화면 미제공"", ""outputTarget"": ""화면 미제공""}"
optionalExtension,W01-C2,elementary-low,notApplicable,notApplicable,nuvia.semantic.v1_1_r2.w01-c2.elementary-low.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,notApplicable,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,notApplicable,notApplicable,notApplicable,notApplicable,notApplicable,"[""화면 미제공""]",notApplicable,nuvia.history.agriculture-settlement.c2,notApplicable,nuvia.age.elementary-low.v1,"{""questionPurpose"": ""이 연령에는 추가 탐구 화면 미제공"", ""timePhase"": ""화면 미제공"", ""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""expectedResponseType"": ""화면 미제공"", ""expectedAnswerMeaning"": ""화면 미제공"", ""allowedAnswerIds"": ""화면 미제공"", ""sourceFactId"": ""화면 미제공"", ""outputTarget"": ""화면 미제공""}"
optionalExtension,W01-C2,elementary-high,다음 작업을 생각하려면 무엇을 더 확인하고 싶나요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c2.elementary-high.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",N01,nuvia.history.agriculture-settlement.c2,extensionRecorded 제안,nuvia.age.elementary-high.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C2,middle-school,도구의 쓰임을 보여 주는 자료는 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c2.middle-school.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",N01,nuvia.history.agriculture-settlement.c2,extensionRecorded 제안,nuvia.age.middle-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C2,high-school,도구 수만으로 작업 시간을 정할 수 없다는 이유는 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c2.high-school.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",N01,nuvia.history.agriculture-settlement.c2,extensionRecorded 제안,nuvia.age.high-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W01-C2,adult,실험 자료만으로 당시 작업에서 알 수 없는 것은 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w01-c2.adult.optional-extension,nuvia.history.agriculture-settlement,nuvia.history.agriculture-settlement.c2,선택 탐구 한 가지,learner,nuvia.semantic.ref.w01-c2.object,nuvia.semantic.ref.w01-c2.resource,갈돌 한 개의 사용 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]",N01,nuvia.history.agriculture-settlement.c2,extensionRecorded 제안,nuvia.age.adult.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W15-C1,preschool,notApplicable,notApplicable,nuvia.semantic.v1_1_r2.w15-c1.preschool.optional-extension,nuvia.history.baghdad-translation,nuvia.history.baghdad-translation.c1,notApplicable,learner,nuvia.semantic.ref.w15-c1.object,nuvia.semantic.ref.w15-c1.resource,사본 접근 가능 여부,notApplicable,notApplicable,notApplicable,notApplicable,notApplicable,"[""화면 미제공""]",notApplicable,nuvia.history.baghdad-translation.c1,notApplicable,nuvia.age.preschool.v1,"{""questionPurpose"": ""이 연령에는 추가 탐구 화면 미제공"", ""timePhase"": ""화면 미제공"", ""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""expectedResponseType"": ""화면 미제공"", ""expectedAnswerMeaning"": ""화면 미제공"", ""allowedAnswerIds"": ""화면 미제공"", ""sourceFactId"": ""화면 미제공"", ""outputTarget"": ""화면 미제공""}"
optionalExtension,W15-C1,elementary-low,notApplicable,notApplicable,nuvia.semantic.v1_1_r2.w15-c1.elementary-low.optional-extension,nuvia.history.baghdad-translation,nuvia.history.baghdad-translation.c1,notApplicable,learner,nuvia.semantic.ref.w15-c1.object,nuvia.semantic.ref.w15-c1.resource,사본 접근 가능 여부,notApplicable,notApplicable,notApplicable,notApplicable,notApplicable,"[""화면 미제공""]",notApplicable,nuvia.history.baghdad-translation.c1,notApplicable,nuvia.age.elementary-low.v1,"{""questionPurpose"": ""이 연령에는 추가 탐구 화면 미제공"", ""timePhase"": ""화면 미제공"", ""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""expectedResponseType"": ""화면 미제공"", ""expectedAnswerMeaning"": ""화면 미제공"", ""allowedAnswerIds"": ""화면 미제공"", ""sourceFactId"": ""화면 미제공"", ""outputTarget"": ""화면 미제공""}"
optionalExtension,W15-C1,elementary-high,계속 살펴보려면 무엇을 더 확인하고 싶나요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w15-c1.elementary-high.optional-extension,nuvia.history.baghdad-translation,nuvia.history.baghdad-translation.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w15-c1.object,nuvia.semantic.ref.w15-c1.resource,사본 접근 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]","[""S1324-04"", ""S1324-05""]",nuvia.history.baghdad-translation.c1,extensionRecorded 제안,nuvia.age.elementary-high.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W15-C1,middle-school,자료에서 사본 검토에 관해 확인할 수 있는 것은 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w15-c1.middle-school.optional-extension,nuvia.history.baghdad-translation,nuvia.history.baghdad-translation.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w15-c1.object,nuvia.semantic.ref.w15-c1.resource,사본 접근 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]","[""S1324-04"", ""S1324-05""]",nuvia.history.baghdad-translation.c1,extensionRecorded 제안,nuvia.age.middle-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W15-C1,high-school,사본 한 권의 부재만으로 번역 전체의 결과를 정할 수 없는 이유는 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w15-c1.high-school.optional-extension,nuvia.history.baghdad-translation,nuvia.history.baghdad-translation.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w15-c1.object,nuvia.semantic.ref.w15-c1.resource,사본 접근 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]","[""S1324-04"", ""S1324-05""]",nuvia.history.baghdad-translation.c1,extensionRecorded 제안,nuvia.age.high-school.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
optionalExtension,W15-C1,adult,이 자료만으로 알 수 없는 사본 접근 조건은 무엇인가요?,원하면 이 질문 하나만 따로 생각해요.,nuvia.semantic.v1_1_r2.w15-c1.adult.optional-extension,nuvia.history.baghdad-translation,nuvia.history.baghdad-translation.c1,선택 탐구 한 가지,learner,nuvia.semantic.ref.w15-c1.object,nuvia.semantic.ref.w15-c1.resource,사본 접근 가능 여부,reflection,notApplicable,writing|voice|drawing|deferred,선택 탐구 질문 하나에 대한 실제 사용자 표현,notApplicable,"[""여러 근거·반론·장기 영향을 한 번에 요구"", ""미입력을 실패·약점으로 기록"", ""이 입력을 이야기·비교에 fallback""]","[""S1324-04"", ""S1324-05""]",nuvia.history.baghdad-translation.c1,extensionRecorded 제안,nuvia.age.adult.v1,"{""cognitiveAction"": ""선택 탐구는 PASS 핵심 활동으로 집계하지 않음"", ""allowedAnswerIds"": ""자유 표현이며 고정 정답 없음""}"
